projection,unit,sex,age,geo,time,value
Baseline projections,Person,Females,Total,Austria,2018,4483749
Baseline projections,Person,Females,Total,Austria,2019,4499341
Baseline projections,Person,Females,Total,Austria,2020,4521866
Baseline projections,Person,Females,Total,Austria,2021,4544577
Baseline projections,Person,Females,Total,Austria,2022,4567314
Baseline projections,Person,Females,Total,Austria,2023,4589954
Baseline projections,Person,Females,Total,Austria,2024,4612407
Baseline projections,Person,Females,Total,Austria,2025,4634664
Baseline projections,Person,Females,Total,Austria,2026,4656471
Baseline projections,Person,Females,Total,Austria,2027,4677903
Baseline projections,Person,Females,Total,Austria,2028,4698689
Baseline projections,Person,Females,Total,Austria,2029,4718853
Baseline projections,Person,Females,Total,Austria,2030,4738088
Baseline projections,Person,Females,Total,Austria,2031,4756333
Baseline projections,Person,Females,Total,Austria,2032,4773512
Baseline projections,Person,Females,Total,Austria,2033,4789983
Baseline projections,Person,Females,Total,Austria,2034,4805752
Baseline projections,Person,Females,Total,Austria,2035,4820576
Baseline projections,Person,Females,Total,Austria,2036,4834394
Baseline projections,Person,Females,Total,Austria,2037,4847507
Baseline projections,Person,Females,Total,Austria,2038,4859936
Baseline projections,Person,Females,Total,Austria,2039,4871750
Baseline projections,Person,Females,Total,Austria,2040,4883058
Baseline projections,Person,Females,Total,Austria,2041,4893882
Baseline projections,Person,Females,Total,Austria,2042,4904183
Baseline projections,Person,Females,Total,Austria,2043,4913916
Baseline projections,Person,Females,Total,Austria,2044,4923008
Baseline projections,Person,Females,Total,Austria,2045,4931385
Baseline projections,Person,Females,Total,Austria,2046,4939248
Baseline projections,Person,Females,Total,Austria,2047,4946548
Baseline projections,Person,Females,Total,Austria,2048,4953095
Baseline projections,Person,Females,Total,Austria,2049,4958619
Baseline projections,Person,Females,Total,Austria,2050,4963276
Baseline projections,Person,Females,Total,Austria,2051,4966921
Baseline projections,Person,Females,Total,Austria,2052,4969866
Baseline projections,Person,Females,Total,Austria,2053,4972080
Baseline projections,Person,Females,Total,Austria,2054,4973656
Baseline projections,Person,Females,Total,Austria,2055,4974639
Baseline projections,Person,Females,Total,Austria,2056,4974998
Baseline projections,Person,Females,Total,Austria,2057,4974907
Baseline projections,Person,Females,Total,Austria,2058,4974278
Baseline projections,Person,Females,Total,Austria,2059,4973264
Baseline projections,Person,Females,Total,Austria,2060,4971887
Baseline projections,Person,Females,Total,Austria,2061,4970241
Baseline projections,Person,Females,Total,Austria,2062,4968565
Baseline projections,Person,Females,Total,Austria,2063,4966742
Baseline projections,Person,Females,Total,Austria,2064,4964852
Baseline projections,Person,Females,Total,Austria,2065,4962973
Baseline projections,Person,Females,Total,Austria,2066,4961337
Baseline projections,Person,Females,Total,Austria,2067,4959887
Baseline projections,Person,Females,Total,Austria,2068,4958703
Baseline projections,Person,Females,Total,Austria,2069,4957673
Baseline projections,Person,Females,Total,Austria,2070,4956846
Baseline projections,Person,Females,Total,Austria,2071,4956115
Baseline projections,Person,Females,Total,Austria,2072,4955456
Baseline projections,Person,Females,Total,Austria,2073,4954704
Baseline projections,Person,Females,Total,Austria,2074,4953900
Baseline projections,Person,Females,Total,Austria,2075,4952942
Baseline projections,Person,Females,Total,Austria,2076,4951899
Baseline projections,Person,Females,Total,Austria,2077,4950575
Baseline projections,Person,Females,Total,Austria,2078,4949051
Baseline projections,Person,Females,Total,Austria,2079,4947267
Baseline projections,Person,Females,Total,Austria,2080,4945335
Baseline projections,Person,Females,Total,Austria,2081,4943219
Baseline projections,Person,Females,Total,Austria,2082,4941092
Baseline projections,Person,Females,Total,Austria,2083,4938703
Baseline projections,Person,Females,Total,Austria,2084,4936162
Baseline projections,Person,Females,Total,Austria,2085,4933668
Baseline projections,Person,Females,Total,Austria,2086,4931135
Baseline projections,Person,Females,Total,Austria,2087,4928568
Baseline projections,Person,Females,Total,Austria,2088,4926010
Baseline projections,Person,Females,Total,Austria,2089,4923471
Baseline projections,Person,Females,Total,Austria,2090,4920984
Baseline projections,Person,Females,Total,Austria,2091,4918589
Baseline projections,Person,Females,Total,Austria,2092,4916288
Baseline projections,Person,Females,Total,Austria,2093,4914106
Baseline projections,Person,Females,Total,Austria,2094,4912037
Baseline projections,Person,Females,Total,Austria,2095,4910069
Baseline projections,Person,Females,Total,Austria,2096,4908181
Baseline projections,Person,Females,Total,Austria,2097,4906336
Baseline projections,Person,Females,Total,Austria,2098,4904515
Baseline projections,Person,Females,Total,Austria,2099,4902668
Baseline projections,Person,Females,Total,Austria,2100,4900764
Baseline projections,Person,Females,Total,Belgium,2018,5784371
Baseline projections,Person,Females,Total,Belgium,2019,5803710
Baseline projections,Person,Females,Total,Belgium,2020,5823894
Baseline projections,Person,Females,Total,Belgium,2021,5843576
Baseline projections,Person,Females,Total,Belgium,2022,5863390
Baseline projections,Person,Females,Total,Belgium,2023,5883102
Baseline projections,Person,Females,Total,Belgium,2024,5902771
Baseline projections,Person,Females,Total,Belgium,2025,5922367
Baseline projections,Person,Females,Total,Belgium,2026,5941918
Baseline projections,Person,Females,Total,Belgium,2027,5961443
Baseline projections,Person,Females,Total,Belgium,2028,5980939
Baseline projections,Person,Females,Total,Belgium,2029,6000677
Baseline projections,Person,Females,Total,Belgium,2030,6020549
Baseline projections,Person,Females,Total,Belgium,2031,6040256
Baseline projections,Person,Females,Total,Belgium,2032,6059806
Baseline projections,Person,Females,Total,Belgium,2033,6079181
Baseline projections,Person,Females,Total,Belgium,2034,6098552
Baseline projections,Person,Females,Total,Belgium,2035,6117791
Baseline projections,Person,Females,Total,Belgium,2036,6136918
Baseline projections,Person,Females,Total,Belgium,2037,6155771
Baseline projections,Person,Females,Total,Belgium,2038,6174232
Baseline projections,Person,Females,Total,Belgium,2039,6192271
Baseline projections,Person,Females,Total,Belgium,2040,6209804
Baseline projections,Person,Females,Total,Belgium,2041,6226730
Baseline projections,Person,Females,Total,Belgium,2042,6242959
Baseline projections,Person,Females,Total,Belgium,2043,6258401
Baseline projections,Person,Females,Total,Belgium,2044,6272996
Baseline projections,Person,Females,Total,Belgium,2045,6286730
Baseline projections,Person,Females,Total,Belgium,2046,6299651
Baseline projections,Person,Females,Total,Belgium,2047,6311642
Baseline projections,Person,Females,Total,Belgium,2048,6322787
Baseline projections,Person,Females,Total,Belgium,2049,6333120
Baseline projections,Person,Females,Total,Belgium,2050,6342669
Baseline projections,Person,Females,Total,Belgium,2051,6351493
Baseline projections,Person,Females,Total,Belgium,2052,6359664
Baseline projections,Person,Females,Total,Belgium,2053,6367249
Baseline projections,Person,Females,Total,Belgium,2054,6374340
Baseline projections,Person,Females,Total,Belgium,2055,6381016
Baseline projections,Person,Females,Total,Belgium,2056,6387458
Baseline projections,Person,Females,Total,Belgium,2057,6393680
Baseline projections,Person,Females,Total,Belgium,2058,6399713
Baseline projections,Person,Females,Total,Belgium,2059,6405634
Baseline projections,Person,Females,Total,Belgium,2060,6411578
Baseline projections,Person,Females,Total,Belgium,2061,6417609
Baseline projections,Person,Females,Total,Belgium,2062,6423792
Baseline projections,Person,Females,Total,Belgium,2063,6430165
Baseline projections,Person,Females,Total,Belgium,2064,6436747
Baseline projections,Person,Females,Total,Belgium,2065,6443555
Baseline projections,Person,Females,Total,Belgium,2066,6450593
Baseline projections,Person,Females,Total,Belgium,2067,6457826
Baseline projections,Person,Females,Total,Belgium,2068,6465225
Baseline projections,Person,Females,Total,Belgium,2069,6472733
Baseline projections,Person,Females,Total,Belgium,2070,6480430
Baseline projections,Person,Females,Total,Belgium,2071,6488226
Baseline projections,Person,Females,Total,Belgium,2072,6496167
Baseline projections,Person,Females,Total,Belgium,2073,6504042
Baseline projections,Person,Females,Total,Belgium,2074,6511853
Baseline projections,Person,Females,Total,Belgium,2075,6519419
Baseline projections,Person,Females,Total,Belgium,2076,6526745
Baseline projections,Person,Females,Total,Belgium,2077,6533601
Baseline projections,Person,Females,Total,Belgium,2078,6540036
Baseline projections,Person,Females,Total,Belgium,2079,6545928
Baseline projections,Person,Females,Total,Belgium,2080,6551381
Baseline projections,Person,Females,Total,Belgium,2081,6556301
Baseline projections,Person,Females,Total,Belgium,2082,6560783
Baseline projections,Person,Females,Total,Belgium,2083,6564808
Baseline projections,Person,Females,Total,Belgium,2084,6568410
Baseline projections,Person,Females,Total,Belgium,2085,6571685
Baseline projections,Person,Females,Total,Belgium,2086,6574630
Baseline projections,Person,Females,Total,Belgium,2087,6577272
Baseline projections,Person,Females,Total,Belgium,2088,6579656
Baseline projections,Person,Females,Total,Belgium,2089,6581807
Baseline projections,Person,Females,Total,Belgium,2090,6583757
Baseline projections,Person,Females,Total,Belgium,2091,6585539
Baseline projections,Person,Females,Total,Belgium,2092,6587162
Baseline projections,Person,Females,Total,Belgium,2093,6588651
Baseline projections,Person,Females,Total,Belgium,2094,6589978
Baseline projections,Person,Females,Total,Belgium,2095,6591125
Baseline projections,Person,Females,Total,Belgium,2096,6592047
Baseline projections,Person,Females,Total,Belgium,2097,6592697
Baseline projections,Person,Females,Total,Belgium,2098,6593051
Baseline projections,Person,Females,Total,Belgium,2099,6593088
Baseline projections,Person,Females,Total,Belgium,2100,6592788
Baseline projections,Person,Females,Total,Bulgaria,2018,3627625
Baseline projections,Person,Females,Total,Bulgaria,2019,3603435
Baseline projections,Person,Females,Total,Bulgaria,2020,3575699
Baseline projections,Person,Females,Total,Bulgaria,2021,3547985
Baseline projections,Person,Females,Total,Bulgaria,2022,3519965
Baseline projections,Person,Females,Total,Bulgaria,2023,3491472
Baseline projections,Person,Females,Total,Bulgaria,2024,3462939
Baseline projections,Person,Females,Total,Bulgaria,2025,3434412
Baseline projections,Person,Females,Total,Bulgaria,2026,3406560
Baseline projections,Person,Females,Total,Bulgaria,2027,3379309
Baseline projections,Person,Females,Total,Bulgaria,2028,3352703
Baseline projections,Person,Females,Total,Bulgaria,2029,3326954
Baseline projections,Person,Females,Total,Bulgaria,2030,3302080
Baseline projections,Person,Females,Total,Bulgaria,2031,3278303
Baseline projections,Person,Females,Total,Bulgaria,2032,3254416
Baseline projections,Person,Females,Total,Bulgaria,2033,3230686
Baseline projections,Person,Females,Total,Bulgaria,2034,3207708
Baseline projections,Person,Females,Total,Bulgaria,2035,3184991
Baseline projections,Person,Females,Total,Bulgaria,2036,3162344
Baseline projections,Person,Females,Total,Bulgaria,2037,3139809
Baseline projections,Person,Females,Total,Bulgaria,2038,3117417
Baseline projections,Person,Females,Total,Bulgaria,2039,3095647
Baseline projections,Person,Females,Total,Bulgaria,2040,3074441
Baseline projections,Person,Females,Total,Bulgaria,2041,3053353
Baseline projections,Person,Females,Total,Bulgaria,2042,3032513
Baseline projections,Person,Females,Total,Bulgaria,2043,3011851
Baseline projections,Person,Females,Total,Bulgaria,2044,2991287
Baseline projections,Person,Females,Total,Bulgaria,2045,2970914
Baseline projections,Person,Females,Total,Bulgaria,2046,2950495
Baseline projections,Person,Females,Total,Bulgaria,2047,2930185
Baseline projections,Person,Females,Total,Bulgaria,2048,2909935
Baseline projections,Person,Females,Total,Bulgaria,2049,2889856
Baseline projections,Person,Females,Total,Bulgaria,2050,2869831
Baseline projections,Person,Females,Total,Bulgaria,2051,2849842
Baseline projections,Person,Females,Total,Bulgaria,2052,2830008
Baseline projections,Person,Females,Total,Bulgaria,2053,2810086
Baseline projections,Person,Females,Total,Bulgaria,2054,2790206
Baseline projections,Person,Females,Total,Bulgaria,2055,2770219
Baseline projections,Person,Females,Total,Bulgaria,2056,2749978
Baseline projections,Person,Females,Total,Bulgaria,2057,2729334
Baseline projections,Person,Females,Total,Bulgaria,2058,2708295
Baseline projections,Person,Females,Total,Bulgaria,2059,2687018
Baseline projections,Person,Females,Total,Bulgaria,2060,2665486
Baseline projections,Person,Females,Total,Bulgaria,2061,2643584
Baseline projections,Person,Females,Total,Bulgaria,2062,2621627
Baseline projections,Person,Females,Total,Bulgaria,2063,2599337
Baseline projections,Person,Females,Total,Bulgaria,2064,2577192
Baseline projections,Person,Females,Total,Bulgaria,2065,2555455
Baseline projections,Person,Females,Total,Bulgaria,2066,2533774
Baseline projections,Person,Females,Total,Bulgaria,2067,2512049
Baseline projections,Person,Females,Total,Bulgaria,2068,2490496
Baseline projections,Person,Females,Total,Bulgaria,2069,2469234
Baseline projections,Person,Females,Total,Bulgaria,2070,2448364
Baseline projections,Person,Females,Total,Bulgaria,2071,2427837
Baseline projections,Person,Females,Total,Bulgaria,2072,2407728
Baseline projections,Person,Females,Total,Bulgaria,2073,2388033
Baseline projections,Person,Females,Total,Bulgaria,2074,2368836
Baseline projections,Person,Females,Total,Bulgaria,2075,2350206
Baseline projections,Person,Females,Total,Bulgaria,2076,2331827
Baseline projections,Person,Females,Total,Bulgaria,2077,2313860
Baseline projections,Person,Females,Total,Bulgaria,2078,2296285
Baseline projections,Person,Females,Total,Bulgaria,2079,2279105
Baseline projections,Person,Females,Total,Bulgaria,2080,2262496
Baseline projections,Person,Females,Total,Bulgaria,2081,2246292
Baseline projections,Person,Females,Total,Bulgaria,2082,2230592
Baseline projections,Person,Females,Total,Bulgaria,2083,2215378
Baseline projections,Person,Females,Total,Bulgaria,2084,2200615
Baseline projections,Person,Females,Total,Bulgaria,2085,2186372
Baseline projections,Person,Females,Total,Bulgaria,2086,2172661
Baseline projections,Person,Females,Total,Bulgaria,2087,2159477
Baseline projections,Person,Females,Total,Bulgaria,2088,2146830
Baseline projections,Person,Females,Total,Bulgaria,2089,2134695
Baseline projections,Person,Females,Total,Bulgaria,2090,2123058
Baseline projections,Person,Females,Total,Bulgaria,2091,2111872
Baseline projections,Person,Females,Total,Bulgaria,2092,2101077
Baseline projections,Person,Females,Total,Bulgaria,2093,2090598
Baseline projections,Person,Females,Total,Bulgaria,2094,2080335
Baseline projections,Person,Females,Total,Bulgaria,2095,2070216
Baseline projections,Person,Females,Total,Bulgaria,2096,2060174
Baseline projections,Person,Females,Total,Bulgaria,2097,2050137
Baseline projections,Person,Females,Total,Bulgaria,2098,2040056
Baseline projections,Person,Females,Total,Bulgaria,2099,2029897
Baseline projections,Person,Females,Total,Bulgaria,2100,2019589
Baseline projections,Person,Females,Total,Switzerland,2018,4277696
Baseline projections,Person,Females,Total,Switzerland,2019,4304734
Baseline projections,Person,Females,Total,Switzerland,2020,4335358
Baseline projections,Person,Females,Total,Switzerland,2021,4365898
Baseline projections,Person,Females,Total,Switzerland,2022,4396305
Baseline projections,Person,Females,Total,Switzerland,2023,4426569
Baseline projections,Person,Females,Total,Switzerland,2024,4456531
Baseline projections,Person,Females,Total,Switzerland,2025,4486089
Baseline projections,Person,Females,Total,Switzerland,2026,4515177
Baseline projections,Person,Females,Total,Switzerland,2027,4543757
Baseline projections,Person,Females,Total,Switzerland,2028,4571736
Baseline projections,Person,Females,Total,Switzerland,2029,4599094
Baseline projections,Person,Females,Total,Switzerland,2030,4625883
Baseline projections,Person,Females,Total,Switzerland,2031,4651906
Baseline projections,Person,Females,Total,Switzerland,2032,4677239
Baseline projections,Person,Females,Total,Switzerland,2033,4701898
Baseline projections,Person,Females,Total,Switzerland,2034,4725899
Baseline projections,Person,Females,Total,Switzerland,2035,4749276
Baseline projections,Person,Females,Total,Switzerland,2036,4772063
Baseline projections,Person,Females,Total,Switzerland,2037,4794292
Baseline projections,Person,Females,Total,Switzerland,2038,4816022
Baseline projections,Person,Females,Total,Switzerland,2039,4837282
Baseline projections,Person,Females,Total,Switzerland,2040,4858114
Baseline projections,Person,Females,Total,Switzerland,2041,4878537
Baseline projections,Person,Females,Total,Switzerland,2042,4898556
Baseline projections,Person,Females,Total,Switzerland,2043,4918191
Baseline projections,Person,Females,Total,Switzerland,2044,4937420
Baseline projections,Person,Females,Total,Switzerland,2045,4956234
Baseline projections,Person,Females,Total,Switzerland,2046,4974578
Baseline projections,Person,Females,Total,Switzerland,2047,4992399
Baseline projections,Person,Females,Total,Switzerland,2048,5009654
Baseline projections,Person,Females,Total,Switzerland,2049,5026238
Baseline projections,Person,Females,Total,Switzerland,2050,5042206
Baseline projections,Person,Females,Total,Switzerland,2051,5057454
Baseline projections,Person,Females,Total,Switzerland,2052,5071996
Baseline projections,Person,Females,Total,Switzerland,2053,5085697
Baseline projections,Person,Females,Total,Switzerland,2054,5098767
Baseline projections,Person,Females,Total,Switzerland,2055,5110978
Baseline projections,Person,Females,Total,Switzerland,2056,5122482
Baseline projections,Person,Females,Total,Switzerland,2057,5133179
Baseline projections,Person,Females,Total,Switzerland,2058,5143174
Baseline projections,Person,Females,Total,Switzerland,2059,5152302
Baseline projections,Person,Females,Total,Switzerland,2060,5160830
Baseline projections,Person,Females,Total,Switzerland,2061,5168884
Baseline projections,Person,Females,Total,Switzerland,2062,5176543
Baseline projections,Person,Females,Total,Switzerland,2063,5183898
Baseline projections,Person,Females,Total,Switzerland,2064,5191019
Baseline projections,Person,Females,Total,Switzerland,2065,5197957
Baseline projections,Person,Females,Total,Switzerland,2066,5204771
Baseline projections,Person,Females,Total,Switzerland,2067,5211483
Baseline projections,Person,Females,Total,Switzerland,2068,5218091
Baseline projections,Person,Females,Total,Switzerland,2069,5224602
Baseline projections,Person,Females,Total,Switzerland,2070,5230985
Baseline projections,Person,Females,Total,Switzerland,2071,5237188
Baseline projections,Person,Females,Total,Switzerland,2072,5243175
Baseline projections,Person,Females,Total,Switzerland,2073,5248922
Baseline projections,Person,Females,Total,Switzerland,2074,5254376
Baseline projections,Person,Females,Total,Switzerland,2075,5259516
Baseline projections,Person,Females,Total,Switzerland,2076,5264428
Baseline projections,Person,Females,Total,Switzerland,2077,5268905
Baseline projections,Person,Females,Total,Switzerland,2078,5273059
Baseline projections,Person,Females,Total,Switzerland,2079,5276865
Baseline projections,Person,Females,Total,Switzerland,2080,5280433
Baseline projections,Person,Females,Total,Switzerland,2081,5283698
Baseline projections,Person,Females,Total,Switzerland,2082,5286767
Baseline projections,Person,Females,Total,Switzerland,2083,5289476
Baseline projections,Person,Females,Total,Switzerland,2084,5291943
Baseline projections,Person,Females,Total,Switzerland,2085,5294342
Baseline projections,Person,Females,Total,Switzerland,2086,5296606
Baseline projections,Person,Females,Total,Switzerland,2087,5298749
Baseline projections,Person,Females,Total,Switzerland,2088,5300812
Baseline projections,Person,Females,Total,Switzerland,2089,5302800
Baseline projections,Person,Females,Total,Switzerland,2090,5304746
Baseline projections,Person,Females,Total,Switzerland,2091,5306660
Baseline projections,Person,Females,Total,Switzerland,2092,5308536
Baseline projections,Person,Females,Total,Switzerland,2093,5310375
Baseline projections,Person,Females,Total,Switzerland,2094,5312173
Baseline projections,Person,Females,Total,Switzerland,2095,5313893
Baseline projections,Person,Females,Total,Switzerland,2096,5315495
Baseline projections,Person,Females,Total,Switzerland,2097,5316943
Baseline projections,Person,Females,Total,Switzerland,2098,5318228
Baseline projections,Person,Females,Total,Switzerland,2099,5319304
Baseline projections,Person,Females,Total,Switzerland,2100,5320150
Baseline projections,Person,Females,Total,Cyprus,2018,442728
Baseline projections,Person,Females,Total,Cyprus,2019,448599
Baseline projections,Person,Females,Total,Cyprus,2020,453659
Baseline projections,Person,Females,Total,Cyprus,2021,458785
Baseline projections,Person,Females,Total,Cyprus,2022,463963
Baseline projections,Person,Females,Total,Cyprus,2023,469163
Baseline projections,Person,Females,Total,Cyprus,2024,474363
Baseline projections,Person,Females,Total,Cyprus,2025,479540
Baseline projections,Person,Females,Total,Cyprus,2026,484678
Baseline projections,Person,Females,Total,Cyprus,2027,489747
Baseline projections,Person,Females,Total,Cyprus,2028,494731
Baseline projections,Person,Females,Total,Cyprus,2029,499612
Baseline projections,Person,Females,Total,Cyprus,2030,504369
Baseline projections,Person,Females,Total,Cyprus,2031,508995
Baseline projections,Person,Females,Total,Cyprus,2032,513471
Baseline projections,Person,Females,Total,Cyprus,2033,517791
Baseline projections,Person,Females,Total,Cyprus,2034,521954
Baseline projections,Person,Females,Total,Cyprus,2035,525952
Baseline projections,Person,Females,Total,Cyprus,2036,529796
Baseline projections,Person,Females,Total,Cyprus,2037,533492
Baseline projections,Person,Females,Total,Cyprus,2038,537034
Baseline projections,Person,Females,Total,Cyprus,2039,540425
Baseline projections,Person,Females,Total,Cyprus,2040,543674
Baseline projections,Person,Females,Total,Cyprus,2041,546777
Baseline projections,Person,Females,Total,Cyprus,2042,549749
Baseline projections,Person,Females,Total,Cyprus,2043,552593
Baseline projections,Person,Females,Total,Cyprus,2044,555297
Baseline projections,Person,Females,Total,Cyprus,2045,557875
Baseline projections,Person,Females,Total,Cyprus,2046,560329
Baseline projections,Person,Females,Total,Cyprus,2047,562680
Baseline projections,Person,Females,Total,Cyprus,2048,564917
Baseline projections,Person,Females,Total,Cyprus,2049,567116
Baseline projections,Person,Females,Total,Cyprus,2050,569239
Baseline projections,Person,Females,Total,Cyprus,2051,571280
Baseline projections,Person,Females,Total,Cyprus,2052,573294
Baseline projections,Person,Females,Total,Cyprus,2053,575261
Baseline projections,Person,Females,Total,Cyprus,2054,577197
Baseline projections,Person,Females,Total,Cyprus,2055,579049
Baseline projections,Person,Females,Total,Cyprus,2056,580883
Baseline projections,Person,Females,Total,Cyprus,2057,582641
Baseline projections,Person,Females,Total,Cyprus,2058,584423
Baseline projections,Person,Females,Total,Cyprus,2059,586111
Baseline projections,Person,Females,Total,Cyprus,2060,587720
Baseline projections,Person,Females,Total,Cyprus,2061,589228
Baseline projections,Person,Females,Total,Cyprus,2062,590632
Baseline projections,Person,Females,Total,Cyprus,2063,591916
Baseline projections,Person,Females,Total,Cyprus,2064,593038
Baseline projections,Person,Females,Total,Cyprus,2065,593992
Baseline projections,Person,Females,Total,Cyprus,2066,594792
Baseline projections,Person,Females,Total,Cyprus,2067,595414
Baseline projections,Person,Females,Total,Cyprus,2068,595817
Baseline projections,Person,Females,Total,Cyprus,2069,596047
Baseline projections,Person,Females,Total,Cyprus,2070,596092
Baseline projections,Person,Females,Total,Cyprus,2071,595931
Baseline projections,Person,Females,Total,Cyprus,2072,595573
Baseline projections,Person,Females,Total,Cyprus,2073,594999
Baseline projections,Person,Females,Total,Cyprus,2074,594254
Baseline projections,Person,Females,Total,Cyprus,2075,593321
Baseline projections,Person,Females,Total,Cyprus,2076,592201
Baseline projections,Person,Females,Total,Cyprus,2077,590870
Baseline projections,Person,Females,Total,Cyprus,2078,589370
Baseline projections,Person,Females,Total,Cyprus,2079,587676
Baseline projections,Person,Females,Total,Cyprus,2080,585800
Baseline projections,Person,Females,Total,Cyprus,2081,583773
Baseline projections,Person,Females,Total,Cyprus,2082,581641
Baseline projections,Person,Females,Total,Cyprus,2083,579382
Baseline projections,Person,Females,Total,Cyprus,2084,577032
Baseline projections,Person,Females,Total,Cyprus,2085,574630
Baseline projections,Person,Females,Total,Cyprus,2086,572187
Baseline projections,Person,Females,Total,Cyprus,2087,569720
Baseline projections,Person,Females,Total,Cyprus,2088,567246
Baseline projections,Person,Females,Total,Cyprus,2089,564773
Baseline projections,Person,Females,Total,Cyprus,2090,562328
Baseline projections,Person,Females,Total,Cyprus,2091,559907
Baseline projections,Person,Females,Total,Cyprus,2092,557534
Baseline projections,Person,Females,Total,Cyprus,2093,555216
Baseline projections,Person,Females,Total,Cyprus,2094,552957
Baseline projections,Person,Females,Total,Cyprus,2095,550763
Baseline projections,Person,Females,Total,Cyprus,2096,548635
Baseline projections,Person,Females,Total,Cyprus,2097,546575
Baseline projections,Person,Females,Total,Cyprus,2098,544579
Baseline projections,Person,Females,Total,Cyprus,2099,542647
Baseline projections,Person,Females,Total,Cyprus,2100,540751
Baseline projections,Person,Females,Total,Czechia,2018,5390264
Baseline projections,Person,Females,Total,Czechia,2019,5409431
Baseline projections,Person,Females,Total,Czechia,2020,5421162
Baseline projections,Person,Females,Total,Czechia,2021,5431504
Baseline projections,Person,Females,Total,Czechia,2022,5440166
Baseline projections,Person,Females,Total,Czechia,2023,5446601
Baseline projections,Person,Females,Total,Czechia,2024,5450958
Baseline projections,Person,Females,Total,Czechia,2025,5453854
Baseline projections,Person,Females,Total,Czechia,2026,5455286
Baseline projections,Person,Females,Total,Czechia,2027,5455539
Baseline projections,Person,Females,Total,Czechia,2028,5454526
Baseline projections,Person,Females,Total,Czechia,2029,5452949
Baseline projections,Person,Females,Total,Czechia,2030,5450278
Baseline projections,Person,Females,Total,Czechia,2031,5446219
Baseline projections,Person,Females,Total,Czechia,2032,5440918
Baseline projections,Person,Females,Total,Czechia,2033,5434598
Baseline projections,Person,Females,Total,Czechia,2034,5427769
Baseline projections,Person,Females,Total,Czechia,2035,5420951
Baseline projections,Person,Females,Total,Czechia,2036,5414336
Baseline projections,Person,Females,Total,Czechia,2037,5408042
Baseline projections,Person,Females,Total,Czechia,2038,5402352
Baseline projections,Person,Females,Total,Czechia,2039,5397644
Baseline projections,Person,Females,Total,Czechia,2040,5393852
Baseline projections,Person,Females,Total,Czechia,2041,5390340
Baseline projections,Person,Females,Total,Czechia,2042,5386981
Baseline projections,Person,Females,Total,Czechia,2043,5383760
Baseline projections,Person,Females,Total,Czechia,2044,5380744
Baseline projections,Person,Females,Total,Czechia,2045,5377772
Baseline projections,Person,Females,Total,Czechia,2046,5374329
Baseline projections,Person,Females,Total,Czechia,2047,5370737
Baseline projections,Person,Females,Total,Czechia,2048,5367281
Baseline projections,Person,Females,Total,Czechia,2049,5363698
Baseline projections,Person,Females,Total,Czechia,2050,5360010
Baseline projections,Person,Females,Total,Czechia,2051,5356132
Baseline projections,Person,Females,Total,Czechia,2052,5351818
Baseline projections,Person,Females,Total,Czechia,2053,5347037
Baseline projections,Person,Females,Total,Czechia,2054,5341889
Baseline projections,Person,Females,Total,Czechia,2055,5335883
Baseline projections,Person,Females,Total,Czechia,2056,5329225
Baseline projections,Person,Females,Total,Czechia,2057,5321679
Baseline projections,Person,Females,Total,Czechia,2058,5312930
Baseline projections,Person,Females,Total,Czechia,2059,5303296
Baseline projections,Person,Females,Total,Czechia,2060,5292136
Baseline projections,Person,Females,Total,Czechia,2061,5279905
Baseline projections,Person,Females,Total,Czechia,2062,5266816
Baseline projections,Person,Females,Total,Czechia,2063,5252947
Baseline projections,Person,Females,Total,Czechia,2064,5238386
Baseline projections,Person,Females,Total,Czechia,2065,5223264
Baseline projections,Person,Females,Total,Czechia,2066,5207695
Baseline projections,Person,Females,Total,Czechia,2067,5191833
Baseline projections,Person,Females,Total,Czechia,2068,5175810
Baseline projections,Person,Females,Total,Czechia,2069,5159767
Baseline projections,Person,Females,Total,Czechia,2070,5143938
Baseline projections,Person,Females,Total,Czechia,2071,5128701
Baseline projections,Person,Females,Total,Czechia,2072,5114203
Baseline projections,Person,Females,Total,Czechia,2073,5100825
Baseline projections,Person,Females,Total,Czechia,2074,5088359
Baseline projections,Person,Females,Total,Czechia,2075,5076648
Baseline projections,Person,Females,Total,Czechia,2076,5065659
Baseline projections,Person,Females,Total,Czechia,2077,5055039
Baseline projections,Person,Females,Total,Czechia,2078,5045257
Baseline projections,Person,Females,Total,Czechia,2079,5036159
Baseline projections,Person,Females,Total,Czechia,2080,5027849
Baseline projections,Person,Females,Total,Czechia,2081,5020187
Baseline projections,Person,Females,Total,Czechia,2082,5013151
Baseline projections,Person,Females,Total,Czechia,2083,5006758
Baseline projections,Person,Females,Total,Czechia,2084,5000742
Baseline projections,Person,Females,Total,Czechia,2085,4995013
Baseline projections,Person,Females,Total,Czechia,2086,4989606
Baseline projections,Person,Females,Total,Czechia,2087,4984522
Baseline projections,Person,Females,Total,Czechia,2088,4979757
Baseline projections,Person,Females,Total,Czechia,2089,4975295
Baseline projections,Person,Females,Total,Czechia,2090,4971141
Baseline projections,Person,Females,Total,Czechia,2091,4967241
Baseline projections,Person,Females,Total,Czechia,2092,4963580
Baseline projections,Person,Females,Total,Czechia,2093,4960102
Baseline projections,Person,Females,Total,Czechia,2094,4956719
Baseline projections,Person,Females,Total,Czechia,2095,4953340
