projection,unit,sex,age,geo,time,value
Baseline projections,Person,Females,Total,United Kingdom,2085,41906458
Baseline projections,Person,Females,Total,United Kingdom,2086,41935468
Baseline projections,Person,Females,Total,United Kingdom,2087,41962172
Baseline projections,Person,Females,Total,United Kingdom,2088,41986813
Baseline projections,Person,Females,Total,United Kingdom,2089,42009611
Baseline projections,Person,Females,Total,United Kingdom,2090,42030786
Baseline projections,Person,Females,Total,United Kingdom,2091,42050444
Baseline projections,Person,Females,Total,United Kingdom,2092,42068677
Baseline projections,Person,Females,Total,United Kingdom,2093,42085585
Baseline projections,Person,Females,Total,United Kingdom,2094,42101112
Baseline projections,Person,Females,Total,United Kingdom,2095,42115147
Baseline projections,Person,Females,Total,United Kingdom,2096,42127515
Baseline projections,Person,Females,Total,United Kingdom,2097,42138020
Baseline projections,Person,Females,Total,United Kingdom,2098,42146517
Baseline projections,Person,Females,Total,United Kingdom,2099,42152902
Baseline projections,Person,Females,Total,United Kingdom,2100,42157036
Baseline projections,Person,Males,Total,Austria,2018,4338518
Baseline projections,Person,Males,Total,Austria,2019,4359454
Baseline projections,Person,Males,Total,Austria,2020,4386810
Baseline projections,Person,Males,Total,Austria,2021,4413772
Baseline projections,Person,Males,Total,Austria,2022,4440175
Baseline projections,Person,Males,Total,Austria,2023,4465893
Baseline projections,Person,Males,Total,Austria,2024,4490896
Baseline projections,Person,Males,Total,Austria,2025,4515446
Baseline projections,Person,Males,Total,Austria,2026,4539185
Baseline projections,Person,Males,Total,Austria,2027,4562282
Baseline projections,Person,Males,Total,Austria,2028,4584598
Baseline projections,Person,Males,Total,Austria,2029,4606084
Baseline projections,Person,Males,Total,Austria,2030,4626592
Baseline projections,Person,Males,Total,Austria,2031,4646098
Baseline projections,Person,Males,Total,Austria,2032,4664542
Baseline projections,Person,Males,Total,Austria,2033,4682247
Baseline projections,Person,Males,Total,Austria,2034,4699228
Baseline projections,Person,Males,Total,Austria,2035,4715142
Baseline projections,Person,Males,Total,Austria,2036,4730013
Baseline projections,Person,Males,Total,Austria,2037,4744192
Baseline projections,Person,Males,Total,Austria,2038,4757787
Baseline projections,Person,Males,Total,Austria,2039,4770810
Baseline projections,Person,Males,Total,Austria,2040,4783281
Baseline projections,Person,Males,Total,Austria,2041,4795193
Baseline projections,Person,Males,Total,Austria,2042,4806504
Baseline projections,Person,Males,Total,Austria,2043,4817198
Baseline projections,Person,Males,Total,Austria,2044,4827231
Baseline projections,Person,Males,Total,Austria,2045,4836566
Baseline projections,Person,Males,Total,Austria,2046,4845238
Baseline projections,Person,Males,Total,Austria,2047,4853325
Baseline projections,Person,Males,Total,Austria,2048,4860726
Baseline projections,Person,Males,Total,Austria,2049,4867315
Baseline projections,Person,Males,Total,Austria,2050,4873175
Baseline projections,Person,Males,Total,Austria,2051,4878314
Baseline projections,Person,Males,Total,Austria,2052,4882918
Baseline projections,Person,Males,Total,Austria,2053,4887061
Baseline projections,Person,Males,Total,Austria,2054,4890911
Baseline projections,Person,Males,Total,Austria,2055,4894341
Baseline projections,Person,Males,Total,Austria,2056,4897558
Baseline projections,Person,Males,Total,Austria,2057,4900611
Baseline projections,Person,Males,Total,Austria,2058,4903477
Baseline projections,Person,Males,Total,Austria,2059,4906130
Baseline projections,Person,Males,Total,Austria,2060,4908625
Baseline projections,Person,Males,Total,Austria,2061,4910995
Baseline projections,Person,Males,Total,Austria,2062,4913470
Baseline projections,Person,Males,Total,Austria,2063,4915867
Baseline projections,Person,Males,Total,Austria,2064,4918265
Baseline projections,Person,Males,Total,Austria,2065,4920565
Baseline projections,Person,Males,Total,Austria,2066,4922959
Baseline projections,Person,Males,Total,Austria,2067,4925418
Baseline projections,Person,Males,Total,Austria,2068,4927917
Baseline projections,Person,Males,Total,Austria,2069,4930384
Baseline projections,Person,Males,Total,Austria,2070,4932796
Baseline projections,Person,Males,Total,Austria,2071,4935057
Baseline projections,Person,Males,Total,Austria,2072,4937131
Baseline projections,Person,Males,Total,Austria,2073,4939001
Baseline projections,Person,Males,Total,Austria,2074,4940673
Baseline projections,Person,Males,Total,Austria,2075,4941974
Baseline projections,Person,Males,Total,Austria,2076,4943140
Baseline projections,Person,Males,Total,Austria,2077,4944027
Baseline projections,Person,Males,Total,Austria,2078,4944699
Baseline projections,Person,Males,Total,Austria,2079,4945113
Baseline projections,Person,Males,Total,Austria,2080,4945413
Baseline projections,Person,Males,Total,Austria,2081,4945578
Baseline projections,Person,Males,Total,Austria,2082,4945705
Baseline projections,Person,Males,Total,Austria,2083,4945628
Baseline projections,Person,Males,Total,Austria,2084,4945408
Baseline projections,Person,Males,Total,Austria,2085,4945233
Baseline projections,Person,Males,Total,Austria,2086,4945036
Baseline projections,Person,Males,Total,Austria,2087,4944811
Baseline projections,Person,Males,Total,Austria,2088,4944574
Baseline projections,Person,Males,Total,Austria,2089,4944370
Baseline projections,Person,Males,Total,Austria,2090,4944187
Baseline projections,Person,Males,Total,Austria,2091,4944030
Baseline projections,Person,Males,Total,Austria,2092,4943883
Baseline projections,Person,Males,Total,Austria,2093,4943756
Baseline projections,Person,Males,Total,Austria,2094,4943629
Baseline projections,Person,Males,Total,Austria,2095,4943465
Baseline projections,Person,Males,Total,Austria,2096,4943238
Baseline projections,Person,Males,Total,Austria,2097,4942904
Baseline projections,Person,Males,Total,Austria,2098,4942441
Baseline projections,Person,Males,Total,Austria,2099,4941819
Baseline projections,Person,Males,Total,Austria,2100,4941022
Baseline projections,Person,Males,Total,Belgium,2018,5614218
Baseline projections,Person,Males,Total,Belgium,2019,5638402
Baseline projections,Person,Males,Total,Belgium,2020,5663285
Baseline projections,Person,Males,Total,Belgium,2021,5687486
Baseline projections,Person,Males,Total,Belgium,2022,5711590
Baseline projections,Person,Males,Total,Belgium,2023,5735318
Baseline projections,Person,Males,Total,Belgium,2024,5758703
Baseline projections,Person,Males,Total,Belgium,2025,5781678
Baseline projections,Person,Males,Total,Belgium,2026,5804268
Baseline projections,Person,Males,Total,Belgium,2027,5826464
Baseline projections,Person,Males,Total,Belgium,2028,5848293
Baseline projections,Person,Males,Total,Belgium,2029,5869980
Baseline projections,Person,Males,Total,Belgium,2030,5891449
Baseline projections,Person,Males,Total,Belgium,2031,5912551
Baseline projections,Person,Males,Total,Belgium,2032,5933186
Baseline projections,Person,Males,Total,Belgium,2033,5953465
Baseline projections,Person,Males,Total,Belgium,2034,5973320
Baseline projections,Person,Males,Total,Belgium,2035,5992899
Baseline projections,Person,Males,Total,Belgium,2036,6012244
Baseline projections,Person,Males,Total,Belgium,2037,6031199
Baseline projections,Person,Males,Total,Belgium,2038,6049821
Baseline projections,Person,Males,Total,Belgium,2039,6068054
Baseline projections,Person,Males,Total,Belgium,2040,6085832
Baseline projections,Person,Males,Total,Belgium,2041,6103105
Baseline projections,Person,Males,Total,Belgium,2042,6119800
Baseline projections,Person,Males,Total,Belgium,2043,6135859
Baseline projections,Person,Males,Total,Belgium,2044,6151222
Baseline projections,Person,Males,Total,Belgium,2045,6165873
Baseline projections,Person,Males,Total,Belgium,2046,6179809
Baseline projections,Person,Males,Total,Belgium,2047,6193003
Baseline projections,Person,Males,Total,Belgium,2048,6205484
Baseline projections,Person,Males,Total,Belgium,2049,6217264
Baseline projections,Person,Males,Total,Belgium,2050,6228392
Baseline projections,Person,Males,Total,Belgium,2051,6238923
Baseline projections,Person,Males,Total,Belgium,2052,6248929
Baseline projections,Person,Males,Total,Belgium,2053,6258488
Baseline projections,Person,Males,Total,Belgium,2054,6267701
Baseline projections,Person,Males,Total,Belgium,2055,6276637
Baseline projections,Person,Males,Total,Belgium,2056,6285367
Baseline projections,Person,Males,Total,Belgium,2057,6293991
Baseline projections,Person,Males,Total,Belgium,2058,6302583
Baseline projections,Person,Males,Total,Belgium,2059,6311215
Baseline projections,Person,Males,Total,Belgium,2060,6319947
Baseline projections,Person,Males,Total,Belgium,2061,6328834
Baseline projections,Person,Males,Total,Belgium,2062,6337916
Baseline projections,Person,Males,Total,Belgium,2063,6347215
Baseline projections,Person,Males,Total,Belgium,2064,6356742
Baseline projections,Person,Males,Total,Belgium,2065,6366481
Baseline projections,Person,Males,Total,Belgium,2066,6376427
Baseline projections,Person,Males,Total,Belgium,2067,6386559
Baseline projections,Person,Males,Total,Belgium,2068,6396825
Baseline projections,Person,Males,Total,Belgium,2069,6407152
Baseline projections,Person,Males,Total,Belgium,2070,6417521
Baseline projections,Person,Males,Total,Belgium,2071,6427999
Baseline projections,Person,Males,Total,Belgium,2072,6438536
Baseline projections,Person,Males,Total,Belgium,2073,6449007
Baseline projections,Person,Males,Total,Belgium,2074,6459466
Baseline projections,Person,Males,Total,Belgium,2075,6469641
Baseline projections,Person,Males,Total,Belgium,2076,6479590
Baseline projections,Person,Males,Total,Belgium,2077,6489110
Baseline projections,Person,Males,Total,Belgium,2078,6498191
Baseline projections,Person,Males,Total,Belgium,2079,6506786
Baseline projections,Person,Males,Total,Belgium,2080,6514974
Baseline projections,Person,Males,Total,Belgium,2081,6522608
Baseline projections,Person,Males,Total,Belgium,2082,6529803
Baseline projections,Person,Males,Total,Belgium,2083,6536467
Baseline projections,Person,Males,Total,Belgium,2084,6542781
Baseline projections,Person,Males,Total,Belgium,2085,6548725
Baseline projections,Person,Males,Total,Belgium,2086,6554323
Baseline projections,Person,Males,Total,Belgium,2087,6559597
Baseline projections,Person,Males,Total,Belgium,2088,6564553
Baseline projections,Person,Males,Total,Belgium,2089,6569224
Baseline projections,Person,Males,Total,Belgium,2090,6573625
Baseline projections,Person,Males,Total,Belgium,2091,6577762
Baseline projections,Person,Males,Total,Belgium,2092,6581640
Baseline projections,Person,Males,Total,Belgium,2093,6585253
Baseline projections,Person,Males,Total,Belgium,2094,6588595
Baseline projections,Person,Males,Total,Belgium,2095,6591642
Baseline projections,Person,Males,Total,Belgium,2096,6594376
Baseline projections,Person,Males,Total,Belgium,2097,6596783
Baseline projections,Person,Males,Total,Belgium,2098,6598854
Baseline projections,Person,Males,Total,Belgium,2099,6600587
Baseline projections,Person,Males,Total,Belgium,2100,6601984
Baseline projections,Person,Males,Total,Bulgaria,2018,3422409
Baseline projections,Person,Males,Total,Bulgaria,2019,3396601
Baseline projections,Person,Males,Total,Bulgaria,2020,3367555
Baseline projections,Person,Males,Total,Bulgaria,2021,3338856
Baseline projections,Person,Males,Total,Bulgaria,2022,3310300
Baseline projections,Person,Males,Total,Bulgaria,2023,3281631
Baseline projections,Person,Males,Total,Bulgaria,2024,3253291
Baseline projections,Person,Males,Total,Bulgaria,2025,3225386
Baseline projections,Person,Males,Total,Bulgaria,2026,3198465
Baseline projections,Person,Males,Total,Bulgaria,2027,3172396
Baseline projections,Person,Males,Total,Bulgaria,2028,3147239
Baseline projections,Person,Males,Total,Bulgaria,2029,3123328
Baseline projections,Person,Males,Total,Bulgaria,2030,3100504
Baseline projections,Person,Males,Total,Bulgaria,2031,3079024
Baseline projections,Person,Males,Total,Bulgaria,2032,3057789
Baseline projections,Person,Males,Total,Bulgaria,2033,3036909
Baseline projections,Person,Males,Total,Bulgaria,2034,3016934
Baseline projections,Person,Males,Total,Bulgaria,2035,2997451
Baseline projections,Person,Males,Total,Bulgaria,2036,2978295
Baseline projections,Person,Males,Total,Bulgaria,2037,2959389
Baseline projections,Person,Males,Total,Bulgaria,2038,2940781
Baseline projections,Person,Males,Total,Bulgaria,2039,2922746
Baseline projections,Person,Males,Total,Bulgaria,2040,2905359
Baseline projections,Person,Males,Total,Bulgaria,2041,2888118
Baseline projections,Person,Males,Total,Bulgaria,2042,2871127
Baseline projections,Person,Males,Total,Bulgaria,2043,2854237
Baseline projections,Person,Males,Total,Bulgaria,2044,2837340
Baseline projections,Person,Males,Total,Bulgaria,2045,2820582
Baseline projections,Person,Males,Total,Bulgaria,2046,2803635
Baseline projections,Person,Males,Total,Bulgaria,2047,2786672
Baseline projections,Person,Males,Total,Bulgaria,2048,2769625
Baseline projections,Person,Males,Total,Bulgaria,2049,2752491
Baseline projections,Person,Males,Total,Bulgaria,2050,2735303
Baseline projections,Person,Males,Total,Bulgaria,2051,2717911
Baseline projections,Person,Males,Total,Bulgaria,2052,2700483
Baseline projections,Person,Males,Total,Bulgaria,2053,2682815
Baseline projections,Person,Males,Total,Bulgaria,2054,2665117
Baseline projections,Person,Males,Total,Bulgaria,2055,2647167
Baseline projections,Person,Males,Total,Bulgaria,2056,2628909
Baseline projections,Person,Males,Total,Bulgaria,2057,2610239
Baseline projections,Person,Males,Total,Bulgaria,2058,2591221
Baseline projections,Person,Males,Total,Bulgaria,2059,2571964
Baseline projections,Person,Males,Total,Bulgaria,2060,2552436
Baseline projections,Person,Males,Total,Bulgaria,2061,2532636
Baseline projections,Person,Males,Total,Bulgaria,2062,2512895
Baseline projections,Person,Males,Total,Bulgaria,2063,2492973
Baseline projections,Person,Males,Total,Bulgaria,2064,2473245
Baseline projections,Person,Males,Total,Bulgaria,2065,2453984
Baseline projections,Person,Males,Total,Bulgaria,2066,2434919
Baseline projections,Person,Males,Total,Bulgaria,2067,2415968
Baseline projections,Person,Males,Total,Bulgaria,2068,2397345
Baseline projections,Person,Males,Total,Bulgaria,2069,2379061
Baseline projections,Person,Males,Total,Bulgaria,2070,2361243
Baseline projections,Person,Males,Total,Bulgaria,2071,2343853
Baseline projections,Person,Males,Total,Bulgaria,2072,2326940
Baseline projections,Person,Males,Total,Bulgaria,2073,2310477
Baseline projections,Person,Males,Total,Bulgaria,2074,2294545
Baseline projections,Person,Males,Total,Bulgaria,2075,2279141
Baseline projections,Person,Males,Total,Bulgaria,2076,2264048
Baseline projections,Person,Males,Total,Bulgaria,2077,2249376
Baseline projections,Person,Males,Total,Bulgaria,2078,2235094
Baseline projections,Person,Males,Total,Bulgaria,2079,2221137
Baseline projections,Person,Males,Total,Bulgaria,2080,2207754
Baseline projections,Person,Males,Total,Bulgaria,2081,2194793
Baseline projections,Person,Males,Total,Bulgaria,2082,2182256
Baseline projections,Person,Males,Total,Bulgaria,2083,2170152
Baseline projections,Person,Males,Total,Bulgaria,2084,2158464
Baseline projections,Person,Males,Total,Bulgaria,2085,2147201
Baseline projections,Person,Males,Total,Bulgaria,2086,2136322
Baseline projections,Person,Males,Total,Bulgaria,2087,2125816
Baseline projections,Person,Males,Total,Bulgaria,2088,2115652
Baseline projections,Person,Males,Total,Bulgaria,2089,2105770
Baseline projections,Person,Males,Total,Bulgaria,2090,2096147
Baseline projections,Person,Males,Total,Bulgaria,2091,2086719
Baseline projections,Person,Males,Total,Bulgaria,2092,2077429
Baseline projections,Person,Males,Total,Bulgaria,2093,2068206
Baseline projections,Person,Males,Total,Bulgaria,2094,2059017
Baseline projections,Person,Males,Total,Bulgaria,2095,2049812
Baseline projections,Person,Males,Total,Bulgaria,2096,2040558
Baseline projections,Person,Males,Total,Bulgaria,2097,2031226
Baseline projections,Person,Males,Total,Bulgaria,2098,2021807
Baseline projections,Person,Males,Total,Bulgaria,2099,2012298
Baseline projections,Person,Males,Total,Bulgaria,2100,2002701
Baseline projections,Person,Males,Total,Switzerland,2018,4206434
Baseline projections,Person,Males,Total,Switzerland,2019,4237570
Baseline projections,Person,Males,Total,Switzerland,2020,4272125
Baseline projections,Person,Males,Total,Switzerland,2021,4306342
Baseline projections,Person,Males,Total,Switzerland,2022,4340156
Baseline projections,Person,Males,Total,Switzerland,2023,4373546
Baseline projections,Person,Males,Total,Switzerland,2024,4406328
Baseline projections,Person,Males,Total,Switzerland,2025,4438417
Baseline projections,Person,Males,Total,Switzerland,2026,4469750
Baseline projections,Person,Males,Total,Switzerland,2027,4500255
Baseline projections,Person,Males,Total,Switzerland,2028,4529894
Baseline projections,Person,Males,Total,Switzerland,2029,4558640
Baseline projections,Person,Males,Total,Switzerland,2030,4586581
Baseline projections,Person,Males,Total,Switzerland,2031,4613515
Baseline projections,Person,Males,Total,Switzerland,2032,4639553
Baseline projections,Person,Males,Total,Switzerland,2033,4664737
Baseline projections,Person,Males,Total,Switzerland,2034,4689121
Baseline projections,Person,Males,Total,Switzerland,2035,4712764
Baseline projections,Person,Males,Total,Switzerland,2036,4735736
Baseline projections,Person,Males,Total,Switzerland,2037,4758104
Baseline projections,Person,Males,Total,Switzerland,2038,4779925
Baseline projections,Person,Males,Total,Switzerland,2039,4801251
Baseline projections,Person,Males,Total,Switzerland,2040,4822132
Baseline projections,Person,Males,Total,Switzerland,2041,4842592
Baseline projections,Person,Males,Total,Switzerland,2042,4862639
Baseline projections,Person,Males,Total,Switzerland,2043,4882255
Baseline projections,Person,Males,Total,Switzerland,2044,4901429
Baseline projections,Person,Males,Total,Switzerland,2045,4920123
Baseline projections,Person,Males,Total,Switzerland,2046,4938283
Baseline projections,Person,Males,Total,Switzerland,2047,4955853
Baseline projections,Person,Males,Total,Switzerland,2048,4972776
Baseline projections,Person,Males,Total,Switzerland,2049,4989008
Baseline projections,Person,Males,Total,Switzerland,2050,5004517
Baseline projections,Person,Males,Total,Switzerland,2051,5019270
Baseline projections,Person,Males,Total,Switzerland,2052,5033370
Baseline projections,Person,Males,Total,Switzerland,2053,5046782
Baseline projections,Person,Males,Total,Switzerland,2054,5059681
Baseline projections,Person,Males,Total,Switzerland,2055,5071884
Baseline projections,Person,Males,Total,Switzerland,2056,5083606
Baseline projections,Person,Males,Total,Switzerland,2057,5094786
Baseline projections,Person,Males,Total,Switzerland,2058,5105444
Baseline projections,Person,Males,Total,Switzerland,2059,5115569
Baseline projections,Person,Males,Total,Switzerland,2060,5125369
Baseline projections,Person,Males,Total,Switzerland,2061,5134885
Baseline projections,Person,Males,Total,Switzerland,2062,5144180
Baseline projections,Person,Males,Total,Switzerland,2063,5153292
Baseline projections,Person,Males,Total,Switzerland,2064,5162235
Baseline projections,Person,Males,Total,Switzerland,2065,5171016
Baseline projections,Person,Males,Total,Switzerland,2066,5179632
Baseline projections,Person,Males,Total,Switzerland,2067,5188085
Baseline projections,Person,Males,Total,Switzerland,2068,5196331
Baseline projections,Person,Males,Total,Switzerland,2069,5204350
Baseline projections,Person,Males,Total,Switzerland,2070,5212113
Baseline projections,Person,Males,Total,Switzerland,2071,5219592
Baseline projections,Person,Males,Total,Switzerland,2072,5226759
Baseline projections,Person,Males,Total,Switzerland,2073,5233602
Baseline projections,Person,Males,Total,Switzerland,2074,5240105
Baseline projections,Person,Males,Total,Switzerland,2075,5246263
Baseline projections,Person,Males,Total,Switzerland,2076,5252087
Baseline projections,Person,Males,Total,Switzerland,2077,5257574
Baseline projections,Person,Males,Total,Switzerland,2078,5262822
Baseline projections,Person,Males,Total,Switzerland,2079,5267789
Baseline projections,Person,Males,Total,Switzerland,2080,5272628
Baseline projections,Person,Males,Total,Switzerland,2081,5277320
Baseline projections,Person,Males,Total,Switzerland,2082,5281863
Baseline projections,Person,Males,Total,Switzerland,2083,5286175
Baseline projections,Person,Males,Total,Switzerland,2084,5290361
Baseline projections,Person,Males,Total,Switzerland,2085,5294564
Baseline projections,Person,Males,Total,Switzerland,2086,5298700
Baseline projections,Person,Males,Total,Switzerland,2087,5302777
Baseline projections,Person,Males,Total,Switzerland,2088,5306804
Baseline projections,Person,Males,Total,Switzerland,2089,5310787
Baseline projections,Person,Males,Total,Switzerland,2090,5314719
Baseline projections,Person,Males,Total,Switzerland,2091,5318597
Baseline projections,Person,Males,Total,Switzerland,2092,5322394
Baseline projections,Person,Males,Total,Switzerland,2093,5326085
Baseline projections,Person,Males,Total,Switzerland,2094,5329657
Baseline projections,Person,Males,Total,Switzerland,2095,5333065
Baseline projections,Person,Males,Total,Switzerland,2096,5336300
Baseline projections,Person,Males,Total,Switzerland,2097,5339315
Baseline projections,Person,Males,Total,Switzerland,2098,5342071
Baseline projections,Person,Males,Total,Switzerland,2099,5344556
Baseline projections,Person,Males,Total,Switzerland,2100,5346746
Baseline projections,Person,Males,Total,Cyprus,2018,421508
Baseline projections,Person,Males,Total,Cyprus,2019,427301
Baseline projections,Person,Males,Total,Cyprus,2020,432248
Baseline projections,Person,Males,Total,Cyprus,2021,437249
Baseline projections,Person,Males,Total,Cyprus,2022,442274
Baseline projections,Person,Males,Total,Cyprus,2023,447315
Baseline projections,Person,Males,Total,Cyprus,2024,452349
Baseline projections,Person,Males,Total,Cyprus,2025,457357
Baseline projections,Person,Males,Total,Cyprus,2026,462320
Baseline projections,Person,Males,Total,Cyprus,2027,467217
Baseline projections,Person,Males,Total,Cyprus,2028,472018
Baseline projections,Person,Males,Total,Cyprus,2029,476711
Baseline projections,Person,Males,Total,Cyprus,2030,481285
Baseline projections,Person,Males,Total,Cyprus,2031,485721
Baseline projections,Person,Males,Total,Cyprus,2032,490008
Baseline projections,Person,Males,Total,Cyprus,2033,494148
Baseline projections,Person,Males,Total,Cyprus,2034,498125
Baseline projections,Person,Males,Total,Cyprus,2035,501946
Baseline projections,Person,Males,Total,Cyprus,2036,505609
Baseline projections,Person,Males,Total,Cyprus,2037,509119
Baseline projections,Person,Males,Total,Cyprus,2038,512495
Baseline projections,Person,Males,Total,Cyprus,2039,515732
Baseline projections,Person,Males,Total,Cyprus,2040,518832
Baseline projections,Person,Males,Total,Cyprus,2041,521799
Baseline projections,Person,Males,Total,Cyprus,2042,524636
Baseline projections,Person,Males,Total,Cyprus,2043,527343
Baseline projections,Person,Males,Total,Cyprus,2044,529925
Baseline projections,Person,Males,Total,Cyprus,2045,532386
Baseline projections,Person,Males,Total,Cyprus,2046,534719
Baseline projections,Person,Males,Total,Cyprus,2047,536940
Baseline projections,Person,Males,Total,Cyprus,2048,539049
Baseline projections,Person,Males,Total,Cyprus,2049,541060
Baseline projections,Person,Males,Total,Cyprus,2050,542982
Baseline projections,Person,Males,Total,Cyprus,2051,544828
Baseline projections,Person,Males,Total,Cyprus,2052,546654
Baseline projections,Person,Males,Total,Cyprus,2053,548452
Baseline projections,Person,Males,Total,Cyprus,2054,550265
Baseline projections,Person,Males,Total,Cyprus,2055,552063
Baseline projections,Person,Males,Total,Cyprus,2056,553852
Baseline projections,Person,Males,Total,Cyprus,2057,555638
Baseline projections,Person,Males,Total,Cyprus,2058,557413
Baseline projections,Person,Males,Total,Cyprus,2059,559137
Baseline projections,Person,Males,Total,Cyprus,2060,560812
Baseline projections,Person,Males,Total,Cyprus,2061,562427
Baseline projections,Person,Males,Total,Cyprus,2062,563955
Baseline projections,Person,Males,Total,Cyprus,2063,565390
Baseline projections,Person,Males,Total,Cyprus,2064,566728
Baseline projections,Person,Males,Total,Cyprus,2065,567938
Baseline projections,Person,Males,Total,Cyprus,2066,569043
Baseline projections,Person,Males,Total,Cyprus,2067,570008
Baseline projections,Person,Males,Total,Cyprus,2068,570817
Baseline projections,Person,Males,Total,Cyprus,2069,571476
Baseline projections,Person,Males,Total,Cyprus,2070,571980
Baseline projections,Person,Males,Total,Cyprus,2071,572322
Baseline projections,Person,Males,Total,Cyprus,2072,572532
Baseline projections,Person,Males,Total,Cyprus,2073,572561
Baseline projections,Person,Males,Total,Cyprus,2074,572440
Baseline projections,Person,Males,Total,Cyprus,2075,572164
Baseline projections,Person,Males,Total,Cyprus,2076,571748
Baseline projections,Person,Males,Total,Cyprus,2077,571152
Baseline projections,Person,Males,Total,Cyprus,2078,570436
Baseline projections,Person,Males,Total,Cyprus,2079,569536
Baseline projections,Person,Males,Total,Cyprus,2080,568523
Baseline projections,Person,Males,Total,Cyprus,2081,567391
Baseline projections,Person,Males,Total,Cyprus,2082,566143
Baseline projections,Person,Males,Total,Cyprus,2083,564808
Baseline projections,Person,Males,Total,Cyprus,2084,563395
Baseline projections,Person,Males,Total,Cyprus,2085,561951
Baseline projections,Person,Males,Total,Cyprus,2086,560468
Baseline projections,Person,Males,Total,Cyprus,2087,558960
Baseline projections,Person,Males,Total,Cyprus,2088,557449
Baseline projections,Person,Males,Total,Cyprus,2089,555933
Baseline projections,Person,Males,Total,Cyprus,2090,554431
Baseline projections,Person,Males,Total,Cyprus,2091,552941
Baseline projections,Person,Males,Total,Cyprus,2092,551475
Baseline projections,Person,Males,Total,Cyprus,2093,550037
Baseline projections,Person,Males,Total,Cyprus,2094,548622
Baseline projections,Person,Males,Total,Cyprus,2095,547231
Baseline projections,Person,Males,Total,Cyprus,2096,545863
Baseline projections,Person,Males,Total,Cyprus,2097,544504
Baseline projections,Person,Males,Total,Cyprus,2098,543150
Baseline projections,Person,Males,Total,Cyprus,2099,541805
Baseline projections,Person,Males,Total,Cyprus,2100,540458
Baseline projections,Person,Males,Total,Czechia,2018,5219791
Baseline projections,Person,Males,Total,Czechia,2019,5240382
Baseline projections,Person,Males,Total,Czechia,2020,5253016
Baseline projections,Person,Males,Total,Czechia,2021,5264141
Baseline projections,Person,Males,Total,Czechia,2022,5273383
Baseline projections,Person,Males,Total,Czechia,2023,5280386
Baseline projections,Person,Males,Total,Czechia,2024,5285324
Baseline projections,Person,Males,Total,Czechia,2025,5288696
Baseline projections,Person,Males,Total,Czechia,2026,5290522
Baseline projections,Person,Males,Total,Czechia,2027,5291171
Baseline projections,Person,Males,Total,Czechia,2028,5290652
Baseline projections,Person,Males,Total,Czechia,2029,5289635
Baseline projections,Person,Males,Total,Czechia,2030,5287723
Baseline projections,Person,Males,Total,Czechia,2031,5284653
Baseline projections,Person,Males,Total,Czechia,2032,5280583
Baseline projections,Person,Males,Total,Czechia,2033,5275857
Baseline projections,Person,Males,Total,Czechia,2034,5270881
Baseline projections,Person,Males,Total,Czechia,2035,5266295
Baseline projections,Person,Males,Total,Czechia,2036,5262172
Baseline projections,Person,Males,Total,Czechia,2037,5258702
Baseline projections,Person,Males,Total,Czechia,2038,5256147
Baseline projections,Person,Males,Total,Czechia,2039,5254884
Baseline projections,Person,Males,Total,Czechia,2040,5254632
Baseline projections,Person,Males,Total,Czechia,2041,5254710
Baseline projections,Person,Males,Total,Czechia,2042,5255086
Baseline projections,Person,Males,Total,Czechia,2043,5255562
Baseline projections,Person,Males,Total,Czechia,2044,5256153
Baseline projections,Person,Males,Total,Czechia,2045,5256677
Baseline projections,Person,Males,Total,Czechia,2046,5256525
Baseline projections,Person,Males,Total,Czechia,2047,5255889
Baseline projections,Person,Males,Total,Czechia,2048,5255024
Baseline projections,Person,Males,Total,Czechia,2049,5253723
Baseline projections,Person,Males,Total,Czechia,2050,5251969
Baseline projections,Person,Males,Total,Czechia,2051,5249610
Baseline projections,Person,Males,Total,Czechia,2052,5246512
Baseline projections,Person,Males,Total,Czechia,2053,5242563
Baseline projections,Person,Males,Total,Czechia,2054,5237796
Baseline projections,Person,Males,Total,Czechia,2055,5231925
Baseline projections,Person,Males,Total,Czechia,2056,5225179
Baseline projections,Person,Males,Total,Czechia,2057,5217460
Baseline projections,Person,Males,Total,Czechia,2058,5208470
Baseline projections,Person,Males,Total,Czechia,2059,5198543
Baseline projections,Person,Males,Total,Czechia,2060,5187171
Baseline projections,Person,Males,Total,Czechia,2061,5174888
Baseline projections,Person,Males,Total,Czechia,2062,5161984
Baseline projections,Person,Males,Total,Czechia,2063,5148567
Baseline projections,Person,Males,Total,Czechia,2064,5134768
Baseline projections,Person,Males,Total,Czechia,2065,5120742
Baseline projections,Person,Males,Total,Czechia,2066,5106638
Baseline projections,Person,Males,Total,Czechia,2067,5092622
Baseline projections,Person,Males,Total,Czechia,2068,5078871
Baseline projections,Person,Males,Total,Czechia,2069,5065551
Baseline projections,Person,Males,Total,Czechia,2070,5052874
Baseline projections,Person,Males,Total,Czechia,2071,5041121
Baseline projections,Person,Males,Total,Czechia,2072,5030503
Baseline projections,Person,Males,Total,Czechia,2073,5021162
Baseline projections,Person,Males,Total,Czechia,2074,5012938
Baseline projections,Person,Males,Total,Czechia,2075,5005492
Baseline projections,Person,Males,Total,Czechia,2076,4998827
Baseline projections,Person,Males,Total,Czechia,2077,4992438
Baseline projections,Person,Males,Total,Czechia,2078,4986717
