"TIME","REP_AIRP","TRA_INFR","Value","Flag and Footnotes"
"2013","FARO airport","Airport runways","1",""
"2013","FARO airport","Check-in facilities","31",""
"2013","FARO airport","Check-in facilities - conventional desks","31",""
"2013","FARO airport","Check-in facilities - self service kiosks","0",""
"2013","FARO airport","Passenger gates","10",""
"2013","MADEIRA airport","Airport runways","1",""
"2013","MADEIRA airport","Check-in facilities","16",""
"2013","MADEIRA airport","Check-in facilities - conventional desks","16",""
"2013","MADEIRA airport","Check-in facilities - self service kiosks","0",""
"2013","MADEIRA airport","Passenger gates","4",""
"2013","PORTO airport","Airport runways","1",""
"2013","PORTO airport","Check-in facilities","60",""
"2013","PORTO airport","Check-in facilities - conventional desks","60",""
"2013","PORTO airport","Check-in facilities - self service kiosks","0",""
"2013","PORTO airport","Passenger gates","31",""
"2014","BRUSSELS airport","Airport runways","3",""
"2014","BRUSSELS airport","Check-in facilities","120",""
"2014","BRUSSELS airport","Check-in facilities - conventional desks","120",""
"2014","BRUSSELS airport","Check-in facilities - self service kiosks",":",""
"2014","BRUSSELS airport","Passenger gates","130",""
"2014","CHARLEROI/BRUSSELS SOUTH airport","Airport runways",":",""
"2014","CHARLEROI/BRUSSELS SOUTH airport","Check-in facilities",":",""
"2014","CHARLEROI/BRUSSELS SOUTH airport","Check-in facilities - conventional desks",":",""
"2014","CHARLEROI/BRUSSELS SOUTH airport","Check-in facilities - self service kiosks",":",""
"2014","CHARLEROI/BRUSSELS SOUTH airport","Passenger gates",":",""
"2014","SOFIA airport","Airport runways","1",""
"2014","SOFIA airport","Check-in facilities","67",""
"2014","SOFIA airport","Check-in facilities - conventional desks","57",""
"2014","SOFIA airport","Check-in facilities - self service kiosks","10",""
"2014","SOFIA airport","Passenger gates","30",""
"2014","PRAHA/RUZYNE airport","Airport runways","3",""
"2014","PRAHA/RUZYNE airport","Check-in facilities","154",""
"2014","PRAHA/RUZYNE airport","Check-in facilities - conventional desks","125",""
"2014","PRAHA/RUZYNE airport","Check-in facilities - self service kiosks","29",""
"2014","PRAHA/RUZYNE airport","Passenger gates","49",""
"2014","BILLUND airport","Airport runways","1",""
"2014","BILLUND airport","Check-in facilities","19",""
"2014","BILLUND airport","Check-in facilities - conventional desks","19",""
"2014","BILLUND airport","Check-in facilities - self service kiosks",":",""
"2014","BILLUND airport","Passenger gates","23",""
"2014","KOBENHAVN/KASTRUP airport","Airport runways","3",""
"2014","KOBENHAVN/KASTRUP airport","Check-in facilities","80",""
"2014","KOBENHAVN/KASTRUP airport","Check-in facilities - conventional desks","80",""
"2014","KOBENHAVN/KASTRUP airport","Check-in facilities - self service kiosks",":",""
"2014","KOBENHAVN/KASTRUP airport","Passenger gates","137",""
"2014","BERLIN-SCHOENEFELD airport","Airport runways","1",""
"2014","BERLIN-SCHOENEFELD airport","Check-in facilities","52",""
"2014","BERLIN-SCHOENEFELD airport","Check-in facilities - conventional desks","52",""
"2014","BERLIN-SCHOENEFELD airport","Check-in facilities - self service kiosks","0",""
"2014","BERLIN-SCHOENEFELD airport","Passenger gates","13",""
"2014","DRESDEN airport","Airport runways","1",""
"2014","DRESDEN airport","Check-in facilities","24",""
"2014","DRESDEN airport","Check-in facilities - conventional desks","24",""
"2014","DRESDEN airport","Check-in facilities - self service kiosks","0",""
"2014","DRESDEN airport","Passenger gates","18",""
"2014","FRANKFURT/MAIN airport","Airport runways","3",""
"2014","FRANKFURT/MAIN airport","Check-in facilities","481",""
"2014","FRANKFURT/MAIN airport","Check-in facilities - conventional desks","481",""
"2014","FRANKFURT/MAIN airport","Check-in facilities - self service kiosks",":",""
"2014","FRANKFURT/MAIN airport","Passenger gates","210",""
"2014","MUENSTER/OSNABRUECK airport","Airport runways","1",""
"2014","MUENSTER/OSNABRUECK airport","Check-in facilities","38",""
"2014","MUENSTER/OSNABRUECK airport","Check-in facilities - conventional desks","38",""
"2014","MUENSTER/OSNABRUECK airport","Check-in facilities - self service kiosks",":",""
"2014","MUENSTER/OSNABRUECK airport","Passenger gates","23",""
"2014","HAMBURG airport","Airport runways","2",""
"2014","HAMBURG airport","Check-in facilities","120",""
"2014","HAMBURG airport","Check-in facilities - conventional desks","120",""
"2014","HAMBURG airport","Check-in facilities - self service kiosks",":",""
"2014","HAMBURG airport","Passenger gates","72",""
"2014","KOELN/BONN airport","Airport runways","3",""
"2014","KOELN/BONN airport","Check-in facilities","80",""
"2014","KOELN/BONN airport","Check-in facilities - conventional desks","80",""
"2014","KOELN/BONN airport","Check-in facilities - self service kiosks",":",""
"2014","KOELN/BONN airport","Passenger gates","74",""
"2014","DUESSELDORF airport","Airport runways","2",""
"2014","DUESSELDORF airport","Check-in facilities","0",""
"2014","DUESSELDORF airport","Check-in facilities - conventional desks",":",""
"2014","DUESSELDORF airport","Check-in facilities - self service kiosks",":",""
"2014","DUESSELDORF airport","Passenger gates","0",""
"2014","MUENCHEN airport","Airport runways","2",""
"2014","MUENCHEN airport","Check-in facilities","202",""
"2014","MUENCHEN airport","Check-in facilities - conventional desks","202",""
"2014","MUENCHEN airport","Check-in facilities - self service kiosks",":",""
"2014","MUENCHEN airport","Passenger gates","189",""
"2014","NUERNBERG airport","Airport runways","1",""
"2014","NUERNBERG airport","Check-in facilities","41",""
"2014","NUERNBERG airport","Check-in facilities - conventional desks","41",""
"2014","NUERNBERG airport","Check-in facilities - self service kiosks","0",""
"2014","NUERNBERG airport","Passenger gates","40",""
"2014","LEIPZIG/HALLE airport","Airport runways","1",""
"2014","LEIPZIG/HALLE airport","Check-in facilities","40",""
"2014","LEIPZIG/HALLE airport","Check-in facilities - conventional desks","40",""
"2014","LEIPZIG/HALLE airport","Check-in facilities - self service kiosks","0",""
"2014","LEIPZIG/HALLE airport","Passenger gates","11",""
"2014","STUTTGART airport","Airport runways","1",""
"2014","STUTTGART airport","Check-in facilities","78",""
"2014","STUTTGART airport","Check-in facilities - conventional desks","78",""
"2014","STUTTGART airport","Check-in facilities - self service kiosks","0",""
"2014","STUTTGART airport","Passenger gates","46",""
"2014","BERLIN-TEGEL airport","Airport runways","2",""
"2014","BERLIN-TEGEL airport","Check-in facilities","91",""
"2014","BERLIN-TEGEL airport","Check-in facilities - conventional desks","91",""
"2014","BERLIN-TEGEL airport","Check-in facilities - self service kiosks","0",""
"2014","BERLIN-TEGEL airport","Passenger gates","31",""
"2014","HANNOVER airport","Airport runways","3",""
"2014","HANNOVER airport","Check-in facilities","0",""
"2014","HANNOVER airport","Check-in facilities - conventional desks",":",""
"2014","HANNOVER airport","Check-in facilities - self service kiosks",":",""
"2014","HANNOVER airport","Passenger gates","25",""
"2014","BREMEN airport","Airport runways","2",""
"2014","BREMEN airport","Check-in facilities","0",""
"2014","BREMEN airport","Check-in facilities - conventional desks",":",""
"2014","BREMEN airport","Check-in facilities - self service kiosks",":",""
"2014","BREMEN airport","Passenger gates","0",""
"2014","LENNART MERI TALLINN airport","Airport runways","1",""
"2014","LENNART MERI TALLINN airport","Check-in facilities","35",""
"2014","LENNART MERI TALLINN airport","Check-in facilities - conventional desks","27",""
"2014","LENNART MERI TALLINN airport","Check-in facilities - self service kiosks","8",""
"2014","LENNART MERI TALLINN airport","Passenger gates","12",""
"2014","CORK airport","Airport runways","2",""
"2014","CORK airport","Check-in facilities","36",""
"2014","CORK airport","Check-in facilities - conventional desks","28",""
"2014","CORK airport","Check-in facilities - self service kiosks","8",""
"2014","CORK airport","Passenger gates","6",""
"2014","DUBLIN airport","Airport runways","2",""
"2014","DUBLIN airport","Check-in facilities","238",""
"2014","DUBLIN airport","Check-in facilities - conventional desks","202",""
"2014","DUBLIN airport","Check-in facilities - self service kiosks","36",""
"2014","DUBLIN airport","Passenger gates","86",""
"2014","KERRY airport","Airport runways",":",""
"2014","KERRY airport","Check-in facilities",":",""
"2014","KERRY airport","Check-in facilities - conventional desks",":",""
"2014","KERRY airport","Check-in facilities - self service kiosks",":",""
"2014","KERRY airport","Passenger gates",":",""
"2014","SHANNON airport","Airport runways","1",""
"2014","SHANNON airport","Check-in facilities","47",""
"2014","SHANNON airport","Check-in facilities - conventional desks","41",""
"2014","SHANNON airport","Check-in facilities - self service kiosks","6",""
"2014","SHANNON airport","Passenger gates","11",""
"2014","ATHINAI/ELEFTHERIOS VENIZELOS airport","Airport runways","2",""
"2014","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities","157",""
"2014","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities - conventional desks","157",""
"2014","ATHINAI/ELEFTHERIOS VENIZELOS airport","Check-in facilities - self service kiosks","0",""
"2014","ATHINAI/ELEFTHERIOS VENIZELOS airport","Passenger gates","79",""
"2014","ELEFSIS airport","Airport runways",":",""
"2014","ELEFSIS airport","Check-in facilities",":",""
"2014","ELEFSIS airport","Check-in facilities - conventional desks",":",""
"2014","ELEFSIS airport","Check-in facilities - self service kiosks",":",""
"2014","ELEFSIS airport","Passenger gates",":",""
"2014","IRAKLION/NIKOS KAZANTZAKIS airport","Airport runways","2",""
"2014","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities","35",""
"2014","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities - conventional desks","35",""
"2014","IRAKLION/NIKOS KAZANTZAKIS airport","Check-in facilities - self service kiosks","0",""
"2014","IRAKLION/NIKOS KAZANTZAKIS airport","Passenger gates","10",""
"2014","KOS/IPPOKRATIS airport","Airport runways","1",""
"2014","KOS/IPPOKRATIS airport","Check-in facilities","12",""
"2014","KOS/IPPOKRATIS airport","Check-in facilities - conventional desks","12",""
"2014","KOS/IPPOKRATIS airport","Check-in facilities - self service kiosks","0",""
"2014","KOS/IPPOKRATIS airport","Passenger gates","5",""
"2014","KERKIRA/IOANNIS KAPODISTRIAS airport","Airport runways","1",""
"2014","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities","20",""
"2014","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities - conventional desks","20",""
"2014","KERKIRA/IOANNIS KAPODISTRIAS airport","Check-in facilities - self service kiosks",":",""
"2014","KERKIRA/IOANNIS KAPODISTRIAS airport","Passenger gates","6",""
"2014","RODOS/DIAGORAS airport","Airport runways","1",""
"2014","RODOS/DIAGORAS airport","Check-in facilities","40",""
"2014","RODOS/DIAGORAS airport","Check-in facilities - conventional desks","40",""
"2014","RODOS/DIAGORAS airport","Check-in facilities - self service kiosks",":",""
"2014","RODOS/DIAGORAS airport","Passenger gates","16",""
"2014","THESSALONIKI/MAKEDONIA airport","Airport runways","2",""
"2014","THESSALONIKI/MAKEDONIA airport","Check-in facilities","34",""
"2014","THESSALONIKI/MAKEDONIA airport","Check-in facilities - conventional desks","34",""
"2014","THESSALONIKI/MAKEDONIA airport","Check-in facilities - self service kiosks","0",""
"2014","THESSALONIKI/MAKEDONIA airport","Passenger gates","24",""
"2014","FUERTEVENTURA airport","Airport runways","1",""
"2014","FUERTEVENTURA airport","Check-in facilities","63",""
"2014","FUERTEVENTURA airport","Check-in facilities - conventional desks","63",""
"2014","FUERTEVENTURA airport","Check-in facilities - self service kiosks","0",""
"2014","FUERTEVENTURA airport","Passenger gates","18",""
"2014","GRAN CANARIA airport","Airport runways","2",""
"2014","GRAN CANARIA airport","Check-in facilities","92",""
"2014","GRAN CANARIA airport","Check-in facilities - conventional desks","92",""
"2014","GRAN CANARIA airport","Check-in facilities - self service kiosks","0",""
"2014","GRAN CANARIA airport","Passenger gates","35",""
"2014","LANZAROTE airport","Airport runways","1",""
"2014","LANZAROTE airport","Check-in facilities","49",""
"2014","LANZAROTE airport","Check-in facilities - conventional desks","49",""
"2014","LANZAROTE airport","Check-in facilities - self service kiosks","0",""
"2014","LANZAROTE airport","Passenger gates","17",""
"2014","TENERIFE SUR/REINA SOFIA airport","Airport runways","1",""
"2014","TENERIFE SUR/REINA SOFIA airport","Check-in facilities","86",""
"2014","TENERIFE SUR/REINA SOFIA airport","Check-in facilities - conventional desks","86",""
"2014","TENERIFE SUR/REINA SOFIA airport","Check-in facilities - self service kiosks","0",""
"2014","TENERIFE SUR/REINA SOFIA airport","Passenger gates","20",""
"2014","TENERIFE NORTE airport","Airport runways","1",""
"2014","TENERIFE NORTE airport","Check-in facilities","37",""
"2014","TENERIFE NORTE airport","Check-in facilities - conventional desks","36",""
"2014","TENERIFE NORTE airport","Check-in facilities - self service kiosks","1",""
"2014","TENERIFE NORTE airport","Passenger gates","17",""
"2014","ALICANTE airport","Airport runways","1",""
"2014","ALICANTE airport","Check-in facilities","102",""
"2014","ALICANTE airport","Check-in facilities - conventional desks","96",""
"2014","ALICANTE airport","Check-in facilities - self service kiosks","6",""
"2014","ALICANTE airport","Passenger gates","26",""
"2014","BILBAO airport","Airport runways","2",""
"2014","BILBAO airport","Check-in facilities","38",""
"2014","BILBAO airport","Check-in facilities - conventional desks","36",""
"2014","BILBAO airport","Check-in facilities - self service kiosks","2",""
"2014","BILBAO airport","Passenger gates","14",""
"2014","BARCELONA/EL PRAT airport","Airport runways","3",""
"2014","BARCELONA/EL PRAT airport","Check-in facilities","405",""
"2014","BARCELONA/EL PRAT airport","Check-in facilities - conventional desks","340",""
"2014","BARCELONA/EL PRAT airport","Check-in facilities - self service kiosks","65",""
"2014","BARCELONA/EL PRAT airport","Passenger gates","160",""
"2014","IBIZA airport","Airport runways","1",""
"2014","IBIZA airport","Check-in facilities","70",""
"2014","IBIZA airport","Check-in facilities - conventional desks","70",""
"2014","IBIZA airport","Check-in facilities - self service kiosks",":",""
"2014","IBIZA airport","Passenger gates","17",""
"2014","ADOLFO SUAREZ MADRID-BARAJAS airport","Airport runways","4",""
"2014","ADOLFO SUAREZ MADRID-BARAJAS airport","Check-in facilities","493",""
"2014","ADOLFO SUAREZ MADRID-BARAJAS airport","Check-in facilities - conventional desks","401",""
"2014","ADOLFO SUAREZ MADRID-BARAJAS airport","Check-in facilities - self service kiosks","92",""
"2014","ADOLFO SUAREZ MADRID-BARAJAS airport","Passenger gates","224",""
"2014","MALAGA/COSTA DEL SOL airport","Airport runways","2",""
"2014","MALAGA/COSTA DEL SOL airport","Check-in facilities","159",""
"2014","MALAGA/COSTA DEL SOL airport","Check-in facilities - conventional desks","151",""
"2014","MALAGA/COSTA DEL SOL airport","Check-in facilities - self service kiosks","8",""
"2014","MALAGA/COSTA DEL SOL airport","Passenger gates","43",""
"2014","MENORCA airport","Airport runways","2",""
"2014","MENORCA airport","Check-in facilities","42",""
"2014","MENORCA airport","Check-in facilities - conventional desks","42",""
"2014","MENORCA airport","Check-in facilities - self service kiosks","0",""
